Image,Label
/data2/lyy/patch/train/1-100/98_9.npy,/data2/lyy/patch/train/Full_dose/98_9.npy
/data2/lyy/patch/train/1-100/266_24.npy,/data2/lyy/patch/train/Full_dose/266_24.npy
/data2/lyy/patch/train/1-100/137_11.npy,/data2/lyy/patch/train/Full_dose/137_11.npy
/data2/lyy/patch/train/1-100/238_3.npy,/data2/lyy/patch/train/Full_dose/238_3.npy
/data2/lyy/patch/train/1-100/195_12.npy,/data2/lyy/patch/train/Full_dose/195_12.npy
/data2/lyy/patch/train/1-100/4_15.npy,/data2/lyy/patch/train/Full_dose/4_15.npy
/data2/lyy/patch/train/1-100/153_39.npy,/data2/lyy/patch/train/Full_dose/153_39.npy
/data2/lyy/patch/train/1-100/260_50.npy,/data2/lyy/patch/train/Full_dose/260_50.npy
/data2/lyy/patch/train/1-100/205_12.npy,/data2/lyy/patch/train/Full_dose/205_12.npy
/data2/lyy/patch/train/1-100/12_25.npy,/data2/lyy/patch/train/Full_dose/12_25.npy
/data2/lyy/patch/train/1-100/129_46.npy,/data2/lyy/patch/train/Full_dose/129_46.npy
/data2/lyy/patch/train/1-100/190_2.npy,/data2/lyy/patch/train/Full_dose/190_2.npy
/data2/lyy/patch/train/1-100/47_21.npy,/data2/lyy/patch/train/Full_dose/47_21.npy
/data2/lyy/patch/train/1-100/110_25.npy,/data2/lyy/patch/train/Full_dose/110_25.npy
/data2/lyy/patch/train/1-100/81_6.npy,/data2/lyy/patch/train/Full_dose/81_6.npy
/data2/lyy/patch/train/1-100/159_19.npy,/data2/lyy/patch/train/Full_dose/159_19.npy
/data2/lyy/patch/train/1-100/33_38.npy,/data2/lyy/patch/train/Full_dose/33_38.npy
/data2/lyy/patch/train/1-100/61_34.npy,/data2/lyy/patch/train/Full_dose/61_34.npy
/data2/lyy/patch/train/1-100/289_5.npy,/data2/lyy/patch/train/Full_dose/289_5.npy
/data2/lyy/patch/train/1-100/106_16.npy,/data2/lyy/patch/train/Full_dose/106_16.npy
/data2/lyy/patch/train/1-100/32_28.npy,/data2/lyy/patch/train/Full_dose/32_28.npy
/data2/lyy/patch/train/1-100/49_6.npy,/data2/lyy/patch/train/Full_dose/49_6.npy
/data2/lyy/patch/train/1-100/76_53.npy,/data2/lyy/patch/train/Full_dose/76_53.npy
/data2/lyy/patch/train/1-100/113_48.npy,/data2/lyy/patch/train/Full_dose/113_48.npy
/data2/lyy/patch/train/1-100/0_34.npy,/data2/lyy/patch/train/Full_dose/0_34.npy
/data2/lyy/patch/train/1-100/185_36.npy,/data2/lyy/patch/train/Full_dose/185_36.npy
/data2/lyy/patch/train/1-100/54_10.npy,/data2/lyy/patch/train/Full_dose/54_10.npy
/data2/lyy/patch/train/1-100/106_4.npy,/data2/lyy/patch/train/Full_dose/106_4.npy
/data2/lyy/patch/train/1-100/13_38.npy,/data2/lyy/patch/train/Full_dose/13_38.npy
/data2/lyy/patch/train/1-100/285_3.npy,/data2/lyy/patch/train/Full_dose/285_3.npy
/data2/lyy/patch/train/1-100/11_40.npy,/data2/lyy/patch/train/Full_dose/11_40.npy
/data2/lyy/patch/train/1-100/92_22.npy,/data2/lyy/patch/train/Full_dose/92_22.npy
/data2/lyy/patch/train/1-100/266_16.npy,/data2/lyy/patch/train/Full_dose/266_16.npy
/data2/lyy/patch/train/1-100/204_54.npy,/data2/lyy/patch/train/Full_dose/204_54.npy
/data2/lyy/patch/train/1-100/57_41.npy,/data2/lyy/patch/train/Full_dose/57_41.npy
/data2/lyy/patch/train/1-100/64_16.npy,/data2/lyy/patch/train/Full_dose/64_16.npy
/data2/lyy/patch/train/1-100/218_29.npy,/data2/lyy/patch/train/Full_dose/218_29.npy
/data2/lyy/patch/train/1-100/93_16.npy,/data2/lyy/patch/train/Full_dose/93_16.npy
/data2/lyy/patch/train/1-100/71_36.npy,/data2/lyy/patch/train/Full_dose/71_36.npy
/data2/lyy/patch/train/1-100/198_13.npy,/data2/lyy/patch/train/Full_dose/198_13.npy
/data2/lyy/patch/train/1-100/76_46.npy,/data2/lyy/patch/train/Full_dose/76_46.npy
/data2/lyy/patch/train/1-100/54_53.npy,/data2/lyy/patch/train/Full_dose/54_53.npy
/data2/lyy/patch/train/1-100/188_53.npy,/data2/lyy/patch/train/Full_dose/188_53.npy
/data2/lyy/patch/train/1-100/102_32.npy,/data2/lyy/patch/train/Full_dose/102_32.npy
/data2/lyy/patch/train/1-100/251_27.npy,/data2/lyy/patch/train/Full_dose/251_27.npy
/data2/lyy/patch/train/1-100/219_15.npy,/data2/lyy/patch/train/Full_dose/219_15.npy
/data2/lyy/patch/train/1-100/14_33.npy,/data2/lyy/patch/train/Full_dose/14_33.npy
/data2/lyy/patch/train/1-100/269_52.npy,/data2/lyy/patch/train/Full_dose/269_52.npy
/data2/lyy/patch/train/1-100/258_16.npy,/data2/lyy/patch/train/Full_dose/258_16.npy
/data2/lyy/patch/train/1-100/247_33.npy,/data2/lyy/patch/train/Full_dose/247_33.npy
/data2/lyy/patch/train/1-100/112_11.npy,/data2/lyy/patch/train/Full_dose/112_11.npy
/data2/lyy/patch/train/1-100/178_17.npy,/data2/lyy/patch/train/Full_dose/178_17.npy
/data2/lyy/patch/train/1-100/198_53.npy,/data2/lyy/patch/train/Full_dose/198_53.npy
/data2/lyy/patch/train/1-100/278_4.npy,/data2/lyy/patch/train/Full_dose/278_4.npy
/data2/lyy/patch/train/1-100/238_16.npy,/data2/lyy/patch/train/Full_dose/238_16.npy
/data2/lyy/patch/train/1-100/205_49.npy,/data2/lyy/patch/train/Full_dose/205_49.npy
/data2/lyy/patch/train/1-100/9_11.npy,/data2/lyy/patch/train/Full_dose/9_11.npy
/data2/lyy/patch/train/1-100/173_5.npy,/data2/lyy/patch/train/Full_dose/173_5.npy
/data2/lyy/patch/train/1-100/164_24.npy,/data2/lyy/patch/train/Full_dose/164_24.npy
/data2/lyy/patch/train/1-100/229_32.npy,/data2/lyy/patch/train/Full_dose/229_32.npy
/data2/lyy/patch/train/1-100/33_12.npy,/data2/lyy/patch/train/Full_dose/33_12.npy
/data2/lyy/patch/train/1-100/200_28.npy,/data2/lyy/patch/train/Full_dose/200_28.npy
/data2/lyy/patch/train/1-100/42_37.npy,/data2/lyy/patch/train/Full_dose/42_37.npy
/data2/lyy/patch/train/1-100/205_39.npy,/data2/lyy/patch/train/Full_dose/205_39.npy
/data2/lyy/patch/train/1-100/130_8.npy,/data2/lyy/patch/train/Full_dose/130_8.npy
/data2/lyy/patch/train/1-100/164_13.npy,/data2/lyy/patch/train/Full_dose/164_13.npy
/data2/lyy/patch/train/1-100/55_48.npy,/data2/lyy/patch/train/Full_dose/55_48.npy
/data2/lyy/patch/train/1-100/148_17.npy,/data2/lyy/patch/train/Full_dose/148_17.npy
/data2/lyy/patch/train/1-100/293_8.npy,/data2/lyy/patch/train/Full_dose/293_8.npy
/data2/lyy/patch/train/1-100/160_8.npy,/data2/lyy/patch/train/Full_dose/160_8.npy
/data2/lyy/patch/train/1-100/151_8.npy,/data2/lyy/patch/train/Full_dose/151_8.npy
/data2/lyy/patch/train/1-100/55_2.npy,/data2/lyy/patch/train/Full_dose/55_2.npy
/data2/lyy/patch/train/1-100/189_26.npy,/data2/lyy/patch/train/Full_dose/189_26.npy
/data2/lyy/patch/train/1-100/249_41.npy,/data2/lyy/patch/train/Full_dose/249_41.npy
/data2/lyy/patch/train/1-100/291_44.npy,/data2/lyy/patch/train/Full_dose/291_44.npy
/data2/lyy/patch/train/1-100/234_46.npy,/data2/lyy/patch/train/Full_dose/234_46.npy
/data2/lyy/patch/train/1-100/170_37.npy,/data2/lyy/patch/train/Full_dose/170_37.npy
/data2/lyy/patch/train/1-100/167_50.npy,/data2/lyy/patch/train/Full_dose/167_50.npy
/data2/lyy/patch/train/1-100/234_38.npy,/data2/lyy/patch/train/Full_dose/234_38.npy
/data2/lyy/patch/train/1-100/122_49.npy,/data2/lyy/patch/train/Full_dose/122_49.npy
/data2/lyy/patch/train/1-100/146_28.npy,/data2/lyy/patch/train/Full_dose/146_28.npy
/data2/lyy/patch/train/1-100/27_25.npy,/data2/lyy/patch/train/Full_dose/27_25.npy
/data2/lyy/patch/train/1-100/40_43.npy,/data2/lyy/patch/train/Full_dose/40_43.npy
/data2/lyy/patch/train/1-100/195_31.npy,/data2/lyy/patch/train/Full_dose/195_31.npy
/data2/lyy/patch/train/1-100/64_6.npy,/data2/lyy/patch/train/Full_dose/64_6.npy
/data2/lyy/patch/train/1-100/277_39.npy,/data2/lyy/patch/train/Full_dose/277_39.npy
/data2/lyy/patch/train/1-100/20_14.npy,/data2/lyy/patch/train/Full_dose/20_14.npy
/data2/lyy/patch/train/1-100/260_25.npy,/data2/lyy/patch/train/Full_dose/260_25.npy
/data2/lyy/patch/train/1-100/202_28.npy,/data2/lyy/patch/train/Full_dose/202_28.npy
/data2/lyy/patch/train/1-100/135_19.npy,/data2/lyy/patch/train/Full_dose/135_19.npy
/data2/lyy/patch/train/1-100/98_48.npy,/data2/lyy/patch/train/Full_dose/98_48.npy
/data2/lyy/patch/train/1-100/91_43.npy,/data2/lyy/patch/train/Full_dose/91_43.npy
/data2/lyy/patch/train/1-100/147_49.npy,/data2/lyy/patch/train/Full_dose/147_49.npy
/data2/lyy/patch/train/1-100/256_10.npy,/data2/lyy/patch/train/Full_dose/256_10.npy
/data2/lyy/patch/train/1-100/2_10.npy,/data2/lyy/patch/train/Full_dose/2_10.npy
/data2/lyy/patch/train/1-100/203_41.npy,/data2/lyy/patch/train/Full_dose/203_41.npy
/data2/lyy/patch/train/1-100/191_42.npy,/data2/lyy/patch/train/Full_dose/191_42.npy
/data2/lyy/patch/train/1-100/164_21.npy,/data2/lyy/patch/train/Full_dose/164_21.npy
/data2/lyy/patch/train/1-100/113_10.npy,/data2/lyy/patch/train/Full_dose/113_10.npy
/data2/lyy/patch/train/1-100/4_48.npy,/data2/lyy/patch/train/Full_dose/4_48.npy
/data2/lyy/patch/train/1-100/296_13.npy,/data2/lyy/patch/train/Full_dose/296_13.npy
/data2/lyy/patch/train/1-100/228_4.npy,/data2/lyy/patch/train/Full_dose/228_4.npy
/data2/lyy/patch/train/1-100/272_24.npy,/data2/lyy/patch/train/Full_dose/272_24.npy
/data2/lyy/patch/train/1-100/245_45.npy,/data2/lyy/patch/train/Full_dose/245_45.npy
/data2/lyy/patch/train/1-100/123_23.npy,/data2/lyy/patch/train/Full_dose/123_23.npy
/data2/lyy/patch/train/1-100/177_1.npy,/data2/lyy/patch/train/Full_dose/177_1.npy
/data2/lyy/patch/train/1-100/253_6.npy,/data2/lyy/patch/train/Full_dose/253_6.npy
/data2/lyy/patch/train/1-100/93_32.npy,/data2/lyy/patch/train/Full_dose/93_32.npy
/data2/lyy/patch/train/1-100/184_39.npy,/data2/lyy/patch/train/Full_dose/184_39.npy
/data2/lyy/patch/train/1-100/195_44.npy,/data2/lyy/patch/train/Full_dose/195_44.npy
/data2/lyy/patch/train/1-100/103_9.npy,/data2/lyy/patch/train/Full_dose/103_9.npy
/data2/lyy/patch/train/1-100/246_11.npy,/data2/lyy/patch/train/Full_dose/246_11.npy
/data2/lyy/patch/train/1-100/243_26.npy,/data2/lyy/patch/train/Full_dose/243_26.npy
/data2/lyy/patch/train/1-100/231_39.npy,/data2/lyy/patch/train/Full_dose/231_39.npy
/data2/lyy/patch/train/1-100/123_44.npy,/data2/lyy/patch/train/Full_dose/123_44.npy
/data2/lyy/patch/train/1-100/108_1.npy,/data2/lyy/patch/train/Full_dose/108_1.npy
/data2/lyy/patch/train/1-100/225_10.npy,/data2/lyy/patch/train/Full_dose/225_10.npy
/data2/lyy/patch/train/1-100/165_49.npy,/data2/lyy/patch/train/Full_dose/165_49.npy
/data2/lyy/patch/train/1-100/210_14.npy,/data2/lyy/patch/train/Full_dose/210_14.npy
/data2/lyy/patch/train/1-100/231_28.npy,/data2/lyy/patch/train/Full_dose/231_28.npy
/data2/lyy/patch/train/1-100/281_33.npy,/data2/lyy/patch/train/Full_dose/281_33.npy
/data2/lyy/patch/train/1-100/163_23.npy,/data2/lyy/patch/train/Full_dose/163_23.npy
/data2/lyy/patch/train/1-100/52_4.npy,/data2/lyy/patch/train/Full_dose/52_4.npy
/data2/lyy/patch/train/1-100/298_32.npy,/data2/lyy/patch/train/Full_dose/298_32.npy
/data2/lyy/patch/train/1-100/270_21.npy,/data2/lyy/patch/train/Full_dose/270_21.npy
/data2/lyy/patch/train/1-100/24_29.npy,/data2/lyy/patch/train/Full_dose/24_29.npy
/data2/lyy/patch/train/1-100/237_21.npy,/data2/lyy/patch/train/Full_dose/237_21.npy
/data2/lyy/patch/train/1-100/188_25.npy,/data2/lyy/patch/train/Full_dose/188_25.npy
/data2/lyy/patch/train/1-100/188_37.npy,/data2/lyy/patch/train/Full_dose/188_37.npy
/data2/lyy/patch/train/1-100/91_45.npy,/data2/lyy/patch/train/Full_dose/91_45.npy
/data2/lyy/patch/train/1-100/198_46.npy,/data2/lyy/patch/train/Full_dose/198_46.npy
/data2/lyy/patch/train/1-100/181_5.npy,/data2/lyy/patch/train/Full_dose/181_5.npy
